Id,WnvPresent
1,0.43834236188351366
2,0.17782190154167232
3,0.47632407650020525
4,0.062090080971421095
5,0.038544670919094165
6,0.3882484029847289
7,0.43834236188351366
8,0.3882484029847289
9,0.09070493274161678
10,0.04363192037286935
11,0.10593975429115819
12,0.010677076546301737
13,0.005373525276218014
14,0.07580724827061741
15,0.09070493274161678
16,0.07580724827061741
17,0.2552345379908641
18,0.09458837324697512
19,0.25099468596346225
20,0.02424114717648792
21,0.014750210645534537
22,0.18520375367325262
23,0.2552345379908641
24,0.18520375367325262
25,0.25311493144235203
26,0.13011854955376978
27,0.2855138901634475
28,0.03245662990926177
29,0.017827710130459303
30,0.21604644092045952
31,0.25311493144235203
32,0.21604644092045952
33,0.024785456244007527
34,0.01273648691725021
35,0.02305483149410069
36,0.002596370027771961
37,0.0015612356753627067
38,0.02288634569803423
39,0.024785456244007527
40,0.02288634569803423
41,0.1665087110786684
42,0.07476051113104225
43,0.16322098897154483
44,0.016010181173523097
45,0.009709778789478186
46,0.12957652630184285
47,0.1665087110786684
48,0.12957652630184285
49,0.05952399864846443
50,0.03304389163644805
51,0.062366273054129166
52,0.006834294393508941
53,0.004412242214281171
54,0.05923048651144277
55,0.05952399864846443
56,0.05923048651144277
57,0.04339226461496982
58,0.02238594913746008
59,0.049680208447256194
60,0.004015445416110324
61,0.0024236420275394236
62,0.035574586911569284
63,0.04339226461496982
64,0.035574586911569284
65,0.25109466720190404
66,0.11948726012169483
67,0.2833331292297294
68,0.02893746350825158
69,0.01764105958889031
70,0.21423717633651052
71,0.25109466720190404
72,0.21423717633651052
73,0.3581985133061285
74,0.1976519185433201
75,0.4184183842562346
76,0.04513378574420696
77,0.029025180326096363
78,0.31217286849400777
79,0.3581985133061285
80,0.31217286849400777
81,0.22390471221112224
82,0.11295581556985577
83,0.2538354447307554
84,0.025000869364168725
85,0.01521712381561831
86,0.1900256565717205
87,0.22390471221112224
88,0.1900256565717205
89,0.17471124002428032
90,0.08545458118686639
91,0.1997585665237517
92,0.018468092172563594
93,0.011211461718032096
94,0.1468670650513748
95,0.17471124002428032
96,0.1468670650513748
97,0.23850740876161758
98,0.12016199334069377
99,0.2865852864094691
100,0.02625930142059382
101,0.017919802433745538
102,0.2169363077552747
103,0.23850740876161758
104,0.2169363077552747
105,0.0954327113293995
106,0.04620415778874273
107,0.1137808279643057
108,0.00958469994152723
109,0.007012008899813833
110,0.08134032973087417
111,0.0954327113293995
112,0.08134032973087417
113,0.16820834984932714
114,0.0698440666291242
115,0.22173195723497574
116,0.01765627819585202
117,0.010715149903533592
118,0.14122321157151618
119,0.16820834984932714
120,0.14122321157151618
121,0.06820402470796122
122,0.032351978147377974
123,0.07943240020131975
124,0.00796734108225566
125,0.0040632501640910975
126,0.0564824811826581
127,0.06820402470796122
128,0.0564824811826581
129,0.05783142026823802
130,0.02608495764453881
131,0.06677440275707897
132,0.005901634342810094
133,0.00323957911389199
134,0.04702493831995839
135,0.05783142026823802
136,0.04702493831995839
137,0.23731442692890667
138,0.12075464553373005
139,0.268417750437241
140,0.02922054601324716
141,0.01647714137368068
142,0.20193428296227386
143,0.23731442692890667
144,0.20193428296227386
145,0.29515677267204793
146,0.15599794628292626
147,0.3305554364860371
148,0.03588331168905545
149,0.02193668952382931
150,0.25402536092833145
151,0.29515677267204793
152,0.25402536092833145
153,0.374627821623362
154,0.19072117119044135
155,0.3982091357424441
156,0.04750731752207935
157,0.02482811888219861
158,0.31334736595314294
159,0.374627821623362
160,0.31334736595314294
161,0.22346945205914934
162,0.10106798216824475
163,0.2585387347291572
164,0.024941919881706284
165,0.014435122461894788
166,0.18965328414213253
167,0.22346945205914934
168,0.18965328414213253
169,0.03968981354752154
170,0.018793718922917365
171,0.04612162096051733
172,0.0036313227920567234
173,0.0021914582961893147
174,0.03226928995976392
175,0.03968981354752154
176,0.03226928995976392
177,0.04022424923160346
178,0.020389487498078143
179,0.04663464204526411
180,0.0036967214084525847
181,0.0022309836138843415
182,0.03283345065037881
183,0.04022424923160346
184,0.03283345065037881
185,0.299856924181998
186,0.1645858448291236
187,0.34717283151340894
188,0.030734896609225657
189,0.0235860875376311
190,0.2683376210784011
191,0.299856924181998
192,0.2683376210784011
193,0.3336573046326742
194,0.1688138935716142
195,0.35173563421934795
196,0.03929067216385919
197,0.02405276416826798
198,0.2722964784107194
199,0.3336573046326742
200,0.2722964784107194
201,0.23932458103357598
202,0.12193533632847547
203,0.2612794876006294
204,0.027202758781909225
205,0.016571980054557747
206,0.20372480254378056
207,0.23932458103357598
208,0.20372480254378056
209,0.26130529907427447
210,0.13504860229490143
211,0.29433947937316457
212,0.030481887478909276
213,0.018594126661925083
214,0.22339610228113665
215,0.26130529907427447
216,0.22339610228113665
217,0.33203830181631955
218,0.16559906925362594
219,0.3695411642418268
220,0.042311982342268135
221,0.025933965141222474
222,0.2878663606350057
223,0.33203830181631955
224,0.2878663606350057
225,0.05844523883062788
226,0.02728780232824067
227,0.07076076612113621
228,0.005617270154753353
229,0.0039655824309379455
230,0.04914465463323657
231,0.05844523883062788
232,0.04914465463323657
233,0.25341543721975174
234,0.1302985052031179
235,0.2942358568926095
236,0.029285213970411627
237,0.017855553832918074
238,0.21631568386194674
239,0.25341543721975174
240,0.21631568386194674
241,0.13483649459883906
242,0.06436237970048352
243,0.1560734588180691
244,0.014922402978825649
245,0.008366691689693524
246,0.11248112515627628
247,0.13483649459883906
248,0.11248112515627628
249,0.31919144031045515
250,0.17145739793111525
251,0.3560166615485483
252,0.04000355159686087
253,0.024496220591521286
254,0.27602231843056113
255,0.31919144031045515
256,0.27602231843056113
257,0.04072195684301858
258,0.020051256141059605
259,0.05973904963552711
260,0.00534317169548116
261,0.0028053307359370053
262,0.040139466590442534
263,0.04072195684301858
264,0.040139466590442534
265,0.055038997099372836
266,0.02506385969951393
267,0.06375364782074947
268,0.005951660074152116
269,0.0034319618151052883
270,0.04522220435348105
271,0.055038997099372836
272,0.04522220435348105
273,0.15732678363417724
274,0.07613221296737746
275,0.18042667698937057
276,0.016322952129907954
277,0.009900705073732863
278,0.13181070749639592
279,0.15732678363417724
280,0.13181070749639592
281,0.2033270791610321
282,0.10163237031023446
283,0.23208432121098158
284,0.022273220161423104
285,0.013542076673604605
286,0.17247847230112806
287,0.2033270791610321
288,0.17247847230112806
289,0.05811768631509909
